Club No,Club Name,Division,Area,Program Year,Month,Month End,As Of,DCP Status,Club Success Plan,Membership Base,Membership To Date,Net Growth,DCP Goals Met,Level 1 awards,Level 2 awards,More Level 2 awards,Level 3 awards,"Level 4, Path Completion, or DTM award","One more Level 4, Path Completion, or DTM award",New members,More new members,Club officer roles trained June-August,Club officer roles trained November-February,Membership-renewal dues on time,Club officer list on time
03924503,AtkinsRealis Vancouver Toastmasters,E,40,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,21,19,-2,4,3,2,0,0,0,0,4,1,7,5,2,1
03924503,AtkinsRealis Vancouver Toastmasters,E,40,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,21,19,-2,4,3,2,0,0,0,0,4,1,7,7,2,1
03924503,AtkinsRealis Vancouver Toastmasters,E,40,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,21,18,-3,4,3,2,0,0,0,0,4,1,7,7,2,1
03924503,AtkinsRealis Vancouver Toastmasters,E,40,2025-2026,May 2026,2026-05-31,5-Jun-2026,Distinguished,Requirement Met,21,20,-1,5,4,2,0,0,0,0,4,3,7,7,2,1
03924503,AtkinsRealis Vancouver Toastmasters,E,40,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Distinguished,Requirement Met,21,20,-1,5,4,2,0,0,0,0,4,3,7,7,2,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,20,20,0,0,0,1,0,0,0,0,0,0,2,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,20,21,1,1,0,1,0,0,1,0,1,0,4,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,20,21,1,3,0,1,0,1,1,1,1,0,4,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,20,17,-3,3,1,1,0,1,1,1,2,0,4,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,20,18,-2,5,2,1,0,2,1,2,3,0,4,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,20,18,-2,6,2,2,1,2,1,3,3,0,4,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,20,18,-2,6,2,2,1,2,1,3,3,0,4,6,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,20,19,-1,7,2,2,1,2,1,3,4,0,4,6,1,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,20,19,-1,7,2,2,1,3,1,3,4,0,4,6,2,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,20,13,-7,7,3,2,1,3,1,3,4,2,4,6,2,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,20,13,-7,8,4,2,1,3,1,4,4,2,4,6,2,1
07007776,BC Public Service Virtual Communicators,B,13,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,20,13,-7,8,5,2,1,3,1,4,4,2,4,6,2,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,13,15,2,0,0,0,0,1,0,0,2,0,4,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,13,15,2,2,1,0,0,1,1,1,2,0,5,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,13,15,2,2,2,0,0,1,1,1,2,0,5,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,13,12,-1,2,3,0,0,1,1,1,2,0,5,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,13,12,-1,3,4,0,0,1,1,1,2,0,5,0,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,13,12,-1,4,4,0,0,1,1,2,2,0,5,4,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,13,14,1,5,5,1,0,1,1,2,4,0,5,5,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,13,16,3,7,5,2,0,2,1,2,4,2,5,5,0,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,13,16,3,9,6,2,3,4,1,3,4,2,5,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,13,12,-1,9,6,2,3,4,1,3,4,2,5,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,13,12,-1,9,7,2,3,4,1,4,4,2,5,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,President's Distinguished,,13,16,3,10,7,2,3,4,1,4,4,6,5,5,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,16,16,0,2,0,1,0,0,1,0,0,0,5,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,16,16,0,4,1,1,0,2,1,2,0,0,5,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,16,16,0,4,1,1,0,3,1,2,0,0,6,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,16,10,-6,5,1,2,0,3,1,3,0,0,6,0,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,16,10,-6,5,1,2,0,3,1,4,0,0,6,1,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,16,10,-6,5,1,2,0,3,1,5,0,0,6,2,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,16,10,-6,5,2,2,0,3,1,5,0,0,6,3,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,16,10,-6,6,2,2,0,4,1,6,0,0,6,4,1,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,16,13,-3,6,2,2,0,4,1,7,3,0,6,4,2,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,16,12,-4,7,3,2,0,4,1,7,4,0,6,4,2,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,16,12,-4,7,3,2,0,4,1,7,4,0,6,4,2,1
07007776,BC Public Service Virtual Communicators,B,13,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,,,16,12,-4,8,4,2,0,4,1,7,4,0,6,4,2,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,12,13,1,0,0,0,0,0,0,0,1,0,2,0,0,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,12,13,1,0,2,0,0,0,0,0,1,0,2,0,0,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,12,14,2,1,2,0,0,0,0,0,2,0,5,0,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,12,11,-1,1,2,0,0,0,0,0,2,0,5,0,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,12,12,0,1,2,1,0,0,0,0,3,0,5,0,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,12,12,0,2,2,1,0,0,0,0,3,0,5,4,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,12,13,1,3,3,1,0,1,0,0,4,0,5,4,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,12,14,2,4,3,1,0,1,1,0,4,1,5,4,1,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,12,14,2,5,3,1,0,1,1,1,4,1,5,4,2,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,12,9,-3,5,3,1,0,1,1,1,4,1,5,4,2,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,May 2025,2025-05-31,6-Jun-2025,,,12,11,-1,5,3,1,0,1,1,2,4,3,5,4,2,1
07007776,BC Public Service Virtual Communicators,A,04,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,,,12,11,-1,5,3,1,0,1,1,2,4,3,5,4,2,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,11,11,0,0,0,0,0,0,0,0,0,0,3,0,0,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Not Met,11,11,0,0,0,0,0,0,0,0,0,0,3,0,0,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,11,11,0,1,0,0,0,0,0,0,0,0,4,0,1,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,11,9,-2,1,1,0,0,0,0,0,1,0,4,0,1,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,11,13,2,2,1,0,0,0,0,0,4,1,4,0,1,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,11,13,2,3,2,1,0,0,0,0,4,1,4,4,1,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,11,13,2,3,3,1,0,0,0,0,4,1,4,4,1,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,11,14,3,3,3,1,0,0,0,0,4,2,4,4,2,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,11,14,3,3,3,1,0,0,0,0,4,2,4,4,2,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,11,13,2,4,3,2,0,1,0,0,4,2,4,4,2,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,May 2026,2026-05-31,5-Jun-2026,,Requirement Met,11,13,2,5,4,2,0,1,0,0,4,2,4,4,2,1
07007776,BC Public Service Virtual Communicators,A,01,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,,Requirement Met,11,13,2,5,4,2,0,1,0,0,4,2,4,4,2,1
05700655,Be Amazing,J,85,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,21,21,0,0,0,0,0,0,0,0,0,0,4,0,0,1
05700655,Be Amazing,J,85,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,21,22,1,0,1,0,0,0,0,0,1,0,6,0,0,1
05700655,Be Amazing,J,85,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,21,22,1,1,1,0,0,0,0,0,1,0,6,0,1,1
05700655,Be Amazing,J,85,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,21,18,-3,2,1,0,0,0,0,0,4,3,6,0,1,1
05700655,Be Amazing,J,85,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,21,19,-2,3,1,0,0,0,0,0,4,4,6,0,1,1
05700655,Be Amazing,J,85,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,21,20,-1,3,1,0,0,0,0,0,4,5,6,1,1,1
05700655,Be Amazing,J,85,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,21,21,0,4,1,0,0,0,0,0,4,6,6,5,1,1
05700655,Be Amazing,J,85,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,21,23,2,4,1,0,0,0,0,0,4,8,6,5,2,1
05700655,Be Amazing,J,85,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,21,23,2,4,1,0,0,0,0,0,4,8,6,5,2,1
05700655,Be Amazing,J,85,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,Distinguished,,21,23,2,6,4,2,1,0,0,0,4,10,6,5,2,1
05700655,Be Amazing,J,85,2021-2022,May 2022,2022-05-31,17-Jun-2022,Distinguished,,21,25,4,6,4,2,1,0,0,0,4,12,6,5,2,1
05700655,Be Amazing,J,85,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,Distinguished,,21,27,6,6,4,2,1,0,0,0,4,14,6,5,2,1
05700655,Be Amazing,J,85,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,27,28,1,0,0,0,0,0,0,0,1,0,0,0,0,1
05700655,Be Amazing,J,85,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,27,28,1,0,0,0,0,1,0,0,1,0,4,0,0,1
05700655,Be Amazing,J,85,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,27,28,1,1,0,0,0,1,0,0,1,0,4,0,1,1
05700655,Be Amazing,J,85,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,27,20,-7,2,0,0,0,1,0,0,4,0,4,0,1,1
05700655,Be Amazing,J,85,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,27,21,-6,2,0,0,0,1,0,0,4,1,4,0,1,1
05700655,Be Amazing,J,85,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,27,21,-6,2,0,0,0,1,0,0,4,1,4,0,1,1
05700655,Be Amazing,J,85,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,27,20,-7,2,0,0,0,1,0,0,4,1,4,0,1,1
05700655,Be Amazing,J,85,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,27,20,-7,2,0,0,0,1,0,0,4,1,4,1,1,1
05700655,Be Amazing,J,85,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,27,20,-7,2,1,0,0,1,0,0,4,1,4,1,2,1
05700655,Be Amazing,J,85,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,27,15,-12,2,1,0,0,1,0,0,4,3,4,1,2,1
05700655,Be Amazing,J,85,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,27,16,-11,4,1,0,0,1,0,0,4,4,4,7,2,1
05700655,Be Amazing,J,85,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,Distinguished,,27,20,-7,6,2,1,0,2,1,0,4,8,4,7,2,1
05700655,Be Amazing,D,42,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,21,22,1,1,0,0,0,0,0,0,1,0,0,0,1,1
05700655,Be Amazing,D,42,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,21,22,1,1,0,0,0,0,0,0,1,0,4,0,1,1
05700655,Be Amazing,D,42,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,21,22,1,1,0,0,0,0,0,0,1,0,6,0,1,1
05700655,Be Amazing,D,42,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,21,22,1,1,0,0,0,0,0,0,3,0,6,0,1,1
05700655,Be Amazing,D,42,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,21,23,2,2,0,0,0,0,0,0,4,0,6,2,1,1
05700655,Be Amazing,D,42,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,21,23,2,2,0,0,0,1,0,0,4,0,6,2,1,1
05700655,Be Amazing,D,42,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,21,25,4,2,0,0,0,1,0,0,4,2,6,2,1,1
05700655,Be Amazing,D,42,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,21,28,7,5,0,0,0,2,0,0,4,5,6,5,1,1
05700655,Be Amazing,D,42,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,21,28,7,5,0,0,0,2,0,0,4,5,6,5,2,1
05700655,Be Amazing,D,42,2023-2024,Apr 2024,2024-04-30,8-May-2024,Distinguished,,21,23,2,5,0,0,0,2,0,0,4,9,6,5,2,1
05700655,Be Amazing,D,42,2023-2024,May 2024,2024-05-31,11-Jun-2024,Distinguished,,21,23,2,5,0,0,0,2,0,0,4,9,6,5,2,1
05700655,Be Amazing,D,42,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,Distinguished,,21,23,2,6,0,0,0,2,1,0,4,9,6,5,2,1
05700655,Be Amazing,A,11,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,23,25,2,0,0,0,0,0,0,0,2,0,0,0,0,1
05700655,Be Amazing,A,11,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,23,25,2,0,0,0,0,0,0,0,2,0,5,0,0,1
05700655,Be Amazing,A,11,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,23,25,2,1,0,0,0,0,0,0,2,0,5,0,1,1
05700655,Be Amazing,A,11,2024-2025,Oct 2024,2024-10-31,13-Nov-2024,,,23,18,-5,2,0,0,0,0,0,0,4,0,5,0,1,1
05700655,Be Amazing,A,11,2024-2025,Nov 2024,2024-11-30,11-Dec-2024,,,23,20,-3,2,1,0,0,0,0,0,4,2,5,1,1,1
05700655,Be Amazing,A,11,2024-2025,Dec 2024,2024-12-31,8-Jan-2025,,,23,22,-1,3,1,0,0,0,0,0,4,4,5,1,1,1
05700655,Be Amazing,A,11,2024-2025,Jan 2025,2025-01-31,10-Feb-2025,,,23,23,0,6,1,1,0,0,1,1,4,5,5,5,2,1
05700655,Be Amazing,A,11,2024-2025,Feb 2025,2025-02-28,7-Mar-2025,,,23,23,0,6,1,1,0,0,1,1,4,5,5,6,2,1
05700655,Be Amazing,A,11,2024-2025,Mar 2025,2025-03-31,11-Apr-2025,,,23,24,1,6,1,1,0,0,1,1,4,6,5,7,2,1
05700655,Be Amazing,A,11,2024-2025,Apr 2025,2025-04-30,8-May-2025,,,23,18,-5,6,1,1,0,0,1,1,4,6,5,7,2,1
05700655,Be Amazing,A,11,2024-2025,May 2025,2025-05-31,6-Jun-2025,Distinguished,,23,20,-3,6,1,1,0,0,1,1,4,8,5,7,2,1
05700655,Be Amazing,A,11,2024-2025,Jun 2025,2025-06-30,21-Jul-2025,Distinguished,,23,21,-2,6,1,1,0,0,1,1,4,8,5,7,2,1
05700655,Be Amazing,J,81,2025-2026,Jul 2025,2025-07-31,6-Aug-2025,,Requirement Not Met,21,26,5,2,1,0,0,0,0,0,4,1,2,0,1,1
05700655,Be Amazing,J,81,2025-2026,Aug 2025,2025-08-31,8-Sep-2025,,Requirement Met,21,28,7,2,1,0,0,0,0,0,4,3,7,0,1,1
05700655,Be Amazing,J,81,2025-2026,Sep 2025,2025-09-30,10-Oct-2025,,Requirement Met,21,32,11,3,1,0,0,0,0,0,4,7,7,0,1,1
05700655,Be Amazing,J,81,2025-2026,Oct 2025,2025-10-31,11-Nov-2025,,Requirement Met,21,26,5,3,1,0,0,0,0,0,4,9,7,0,1,1
05700655,Be Amazing,J,81,2025-2026,Nov 2025,2025-11-30,8-Dec-2025,,Requirement Met,21,27,6,3,1,0,0,0,0,0,4,10,7,0,1,1
05700655,Be Amazing,J,81,2025-2026,Dec 2025,2025-12-31,8-Jan-2026,,Requirement Met,21,29,8,3,1,1,0,0,0,0,4,12,7,3,1,1
05700655,Be Amazing,J,81,2025-2026,Jan 2026,2026-01-31,5-Feb-2026,,Requirement Met,21,29,8,4,1,1,0,0,0,0,4,12,7,4,1,1
05700655,Be Amazing,J,81,2025-2026,Feb 2026,2026-02-28,5-Mar-2026,,Requirement Met,21,29,8,4,1,1,0,0,0,0,4,12,7,6,1,1
05700655,Be Amazing,J,81,2025-2026,Mar 2026,2026-03-31,7-Apr-2026,,Requirement Met,21,30,9,4,1,1,0,0,0,0,4,13,7,6,2,1
05700655,Be Amazing,J,81,2025-2026,Apr 2026,2026-04-30,7-May-2026,,Requirement Met,21,22,1,4,1,1,0,0,0,0,4,13,7,6,2,1
05700655,Be Amazing,J,81,2025-2026,May 2026,2026-05-31,5-Jun-2026,Distinguished,Requirement Met,21,22,1,5,1,1,0,0,1,0,4,13,7,6,2,1
05700655,Be Amazing,J,81,2025-2026,Jun 2026,2026-06-30,16-Jul-2026,Distinguished,Requirement Met,21,22,1,5,1,1,0,0,1,0,4,13,7,6,2,1
00001201,Birdcage Babblers,B,11,2021-2022,Jul 2021,2021-07-31,10-Aug-2021,,,17,17,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,B,11,2021-2022,Aug 2021,2021-08-31,9-Sep-2021,,,17,17,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,B,11,2021-2022,Sep 2021,2021-09-30,12-Oct-2021,,,17,17,0,1,0,0,0,0,0,0,0,0,4,0,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Oct 2021,2021-10-31,10-Nov-2021,,,17,13,-4,1,0,0,0,0,0,0,0,0,4,0,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Nov 2021,2021-11-30,9-Dec-2021,,,17,14,-3,1,0,0,0,0,0,0,1,0,4,3,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Dec 2021,2021-12-31,6-Jan-2022,,,17,14,-3,1,0,0,0,0,0,0,1,0,4,3,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Jan 2022,2022-01-31,9-Feb-2022,,,17,14,-3,1,0,0,0,0,0,0,1,0,4,3,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Feb 2022,2022-02-28,8-Mar-2022,,,17,14,-3,1,0,0,0,0,0,0,1,0,4,3,1,1
00001201,Birdcage Babblers,B,11,2021-2022,Mar 2022,2022-03-31,10-Apr-2022,,,17,14,-3,1,1,1,0,0,0,0,1,0,4,3,2,1
00001201,Birdcage Babblers,B,11,2021-2022,Apr 2022,2022-04-30,30-Apr-2022,,,17,11,-6,1,2,1,0,0,0,0,1,0,4,3,2,1
00001201,Birdcage Babblers,B,11,2021-2022,May 2022,2022-05-31,17-Jun-2022,,,17,11,-6,1,2,1,0,0,0,0,1,0,4,3,2,1
00001201,Birdcage Babblers,B,11,2021-2022,Jun 2022,2022-06-30,29-Jul-2022,,,17,11,-6,1,2,1,0,0,0,0,1,0,4,3,2,1
00001201,Birdcage Babblers,B,12,2022-2023,Jul 2022,2022-07-31,9-Aug-2022,,,11,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Aug 2022,2022-08-31,8-Sep-2022,,,11,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Sep 2022,2022-09-30,17-Oct-2022,,,11,11,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Oct 2022,2022-10-31,15-Nov-2022,,,11,7,-4,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Nov 2022,2022-11-30,9-Dec-2022,,,11,7,-4,0,0,1,0,1,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Dec 2022,2022-12-31,10-Jan-2023,,,11,7,-4,0,0,1,0,1,0,0,0,0,4,2,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Jan 2023,2023-01-31,8-Feb-2023,,,11,10,-1,0,1,1,0,1,0,0,3,0,4,3,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Feb 2023,2023-02-28,9-Mar-2023,,,11,10,-1,1,1,1,0,1,0,0,3,0,4,4,0,1
00001201,Birdcage Babblers,B,12,2022-2023,Mar 2023,2023-03-31,14-Apr-2023,,,11,10,-1,4,1,1,0,2,1,0,3,0,4,4,1,1
00001201,Birdcage Babblers,B,12,2022-2023,Apr 2023,2023-04-30,12-May-2023,,,11,11,0,5,1,1,0,2,1,0,4,1,4,4,1,1
00001201,Birdcage Babblers,B,12,2022-2023,May 2023,2023-05-31,7-Jun-2023,,,11,11,0,5,1,1,0,2,1,0,4,1,4,4,1,1
00001201,Birdcage Babblers,B,12,2022-2023,Jun 2023,2023-06-30,20-Jul-2023,,,11,12,1,5,1,1,0,2,1,0,4,2,4,4,1,1
00001201,Birdcage Babblers,B,12,2023-2024,Jul 2023,2023-07-31,11-Aug-2023,,,12,12,0,0,0,1,0,0,0,0,0,0,5,0,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Aug 2023,2023-08-31,6-Sep-2023,,,12,12,0,0,0,1,0,0,0,0,0,0,5,0,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Sep 2023,2023-09-30,12-Oct-2023,,,12,12,0,0,0,1,0,0,0,0,0,0,5,0,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Oct 2023,2023-10-31,8-Nov-2023,,,12,9,-3,0,0,1,0,0,0,0,0,0,5,0,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Nov 2023,2023-11-30,6-Dec-2023,,,12,8,-4,0,0,1,0,0,0,0,0,0,5,2,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Dec 2023,2023-12-31,9-Jan-2024,,,12,9,-3,1,0,1,0,0,0,0,0,0,5,4,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Jan 2024,2024-01-31,7-Feb-2024,,,12,9,-3,4,2,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Feb 2024,2024-02-29,8-Mar-2024,,,12,9,-3,4,2,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Mar 2024,2024-03-31,10-Apr-2024,,,12,9,-3,4,3,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Apr 2024,2024-04-30,8-May-2024,,,12,7,-5,4,3,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,B,12,2023-2024,May 2024,2024-05-31,11-Jun-2024,,,12,8,-4,4,3,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,B,12,2023-2024,Jun 2024,2024-06-30,20-Jul-2024,,,12,8,-4,4,3,2,0,1,1,1,0,0,5,6,0,1
00001201,Birdcage Babblers,A,03,2024-2025,Jul 2024,2024-07-31,8-Aug-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,A,03,2024-2025,Aug 2024,2024-08-31,11-Sep-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1
00001201,Birdcage Babblers,A,03,2024-2025,Sep 2024,2024-09-30,11-Oct-2024,,,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,1
